
KING PACIFIC INDUSTRIAL LIMITED ,kpacific@netvigator.com ,24131088,ROOM 1406; BLOCK A; 14TH FLOOR;TSUEN WAN;HONGKONG ,HongKong,Machinery  ,www.kingpacific.net 

QINGDAO  INRAY  GROUP  CO.;LTD. ,zjd@inrayfitness.com ,86-532-7860456,JIMO;QINGDAO;CHINA ,china,Machinery  ,Http://www.inrayfitness.com 

CALIC ENGINEERING PTY LTD ,caliceng@hotmail.com ,61398501289,104 pleasant road; AUSTRALIA ,Australia,Machinery  , 

DAMEI EUROPE ,info@dameieurope.com ,34937963164,SOLIS; 45; SPAIN ,Spain,Machinery  , 

SUBRICO LIMITED ,russell@subrico.com ,4.42E+11,9-11 HIGH BEECH ROAD;LOUGHTON;U.K. ,United Kingdom,Machinery  ,www.subrico.com 

MANANTIALES DE QUERETARO ,laura_166@hotmail.com ,5.26E+11,MANANTIAL NO 52 PEDREGAL DE SAN ANGEL CP 01900;MEXICO ,Mexico,Machinery  , 

KCT CO.; LTD. ,pyc315@hanmail.net ,82-32-6528443,YEOSONG B/D 3F;368-26;SHIMGOK-1DONG;WONMI-GU;BUCHON-CITY;KYUNGGI-DO;KOREA ,South Korea,Machinery  , 

PF ANTENNA LTD. ,sandy@megatriasia.com ,852-25059925,RM 808; 8 COMMERCIAL TOWER;8 SUN YIP ST;CHIA WAN;HONGKONG ,HongKong,Machinery  , 

SHENG I IRON FACTORY COMPANY.LTD. ,ghchang@ksts.seed.net.tw ,8867-871-4988,No.52 Chung Han Road. Shou-kong District ,china,Machinery  , 

M.S.MANSOOR ,shouibemansoor@hotmail.com ,0092-21-2421046,14;musa mkt shahrah-e-eliaquat karachi pakistan ,Pakistan,Machinery  , 

PT. GRAHA SUMBER PRIMA ELEKTRONIK ,tonny@gspe.co.id ,(6221)5869085,INTERCON PLAZA D-7; MERUYA ILIR;JAKARTA 11620;INDONESIA ,Indonesia,Machinery  ,www.gspe.co.id 

WHITE ALUMINIUM ,JABR@WHITEALUMINIUM.COM ,97125541889,PO BOX  2402; MUSSAFAH AREA;ABU DHABI;U.A.E. ,United Arab Emirates,Machinery  ,WWW.WHITEALUMINIUM.COM 

CHEN-YUAN CO;.LTD ,et177327@ksmail.seed.net ,886-7-6244619,53-1;LANE2;YUNGLEST;KAOHSIUNG;TAIWAN ,China Taiwan,Machinery  , 

AMIR TRADING CO ,ATC412@HOTMAIL.COM ,092-300-4243899,412 ZEENAT  BLOCK  ALLAMA IQBAL TOWN LAHORE; PAKISTAN ,Pakistan,Machinery  , 

BOLCO ,jfgonzalez@bolco.cl ,5626342999,855 PORTUGAL AVENUE;SANTIAGO;CHILE ,Chile,Machinery  ,www.bolco.cl 

MITCHELL CO.;LTD. ,amjor.huang@msa.hinet.net ,8862-27297799,1F.;12;LANE 391;JUANG JING RD.;110 TAIPEI;TAIWAN ,China Taiwan,Machinery  ,http:/www.tagpin.eBigChina.com 

ALMANAR PLASTIC PRODUCT CO. LTD. ,almanar_sales@email.com ,96626650506,P.O.BOX 6151JEDDAH 21442;SAUDI ARABIA ,Saudi Arabia,Machinery  , 

JACK SEALEY LTD ,WRC@sealey.co.uk ,0044-1284-757500,KEMPSON WAY; SUFFOLK BUSINESS PARK;BURY ST.EDMUNDS; SUFFOLK. IP32  7AR;U.K. ,United Kingdom,Machinery  , 

S AND I ELECTRONICS PLC ,HANIF@SI-GROUP.CO.UK ,44-208-446-8361,14-16 STAN HOPE ROAD LONDON N12 9DT ; U.K. ,United Kingdom,Machinery  ,WWW.SI-GROUP.CO.UK 

CONG TY TNHH DUC THANH DAT ,htvi@hcm.vnn.vn ,084-8627549,48 TRa Khuc P.2 Q. TB  T/P HCM; VIETNAM ,Vietnam,Machinery  , 

DAIWAHAITEKKUSU ,ooishi@daiwa-hi.co.jp ,0081-03-3558-8131,36-18 OHARA-CHO ITABASHI-KUJAPAN ,Japan,Machinery  ,www.daiwa-hi.co.jp 

MTL NETWORK INC. ,khwong@mtlnetwork.com ,514-9396555,1751 RICHARDSON; SUITE 2170.MONTREAL;QUEBEC;CANADA ,Canada,Machinery  ,www.dvbdepot.com 

RUSSCOM LTD. ,maxim_l@plasticcards.ru ,70957855811,2/5; Rubtsovskaya quay; Moscow; Russia ,Belarus,Machinery  ,www.plasticcards.ru 

CROCKFORT TRADING COMPANY LIMITED ,crofort8@macau.ctm.net ,(853)712821,ROOM 809; NAM KWONG BLDG.;AVE. DO DR. RODRIGO RODRIGUES;MACAU ,China Macao,Machinery  , 

HANGZHOU PUMP CO.;LTD ,shunliu@mail.hz.zj.cn ,86-571-86494820,genshanRoad hangzhou zhejiang china ,china,Machinery  ,www.hz-pump.com 

SHUN CHIEH ENTERPRISE CO.; LTD. ,yisheng662002@yahoo.com.cn ,886-2-22677398,4TH FL; NO25 LANE 154 CHUNG HSIAO RD. PAN-CHIAO SHIH.TAIPEI HSIENTAIWAN ,China Taiwan,Machinery  , 

A.M.P. LOGISTICS ,maldonadoramos@hotmail.com ,52614-345-83-50,AMERICAS # 411;MEXICO ,Mexico,Machinery  , 

ACUSTICA ,acustica.export@acusticafes.com ,3.51E+11,VALONGO; PORTUGAL ,Portugal,Machinery  ,www.acusticafes.com 

LONG-WAY INDUSTRIAL CO.; LTD. ,stephen@long-way.com ,85225538251,18/F; FLAT C; YALLY INDUSTRIALBUILDING; 6; YIP FAT STREET;WONG CHUK HANG;HONGKONG ,HongKong,Machinery  ,http://www.long-way.com 

TAIWAN AUANHE ENTERRISE CO.;LTD. ,anyrelay@hotmail.com ,00886-2-22615462,tucheng taibei; TAIWAN ,China Taiwan,Machinery  , 

T-B VENTURES (NIG) LTD ,tairuinvestment@hotmail.com ,234-1-4970453,62;AROWOJOBE STR.; OSHODILAGOS-STATENIGERIA ,Nigeria,Machinery  , 

GREAT SAIL DEVELOPMENT ,deeploong@onetelhk.net ,23443048,14A-B;CHANG PAO CHING BLDG.;427-429 HENNESSY ROAD;WAN CHAI;HONGKONG ,HongKong,Machinery  , 

SOUTHASIA RESOURCES LTD. ,simpledaved@hotmail.com ,00852-24993636,RM A 15/F.; CHEUNG HING SHING CENTRE21-27SHA TSUI ROAD; TSUEN WAN N.T.;HONGKONG ,HongKong,Machinery  , 

LINHAI WANGKAI SCREENING MACHINE CO.;LTD ,yanni@wangkai.com ,0576-5121418,east road 218#; developement zone of linhai city; zhejiang province; CHINA ,Other,Machinery  ,www.wangkai.com 

LOIN INTERNATIONAL (HK) CO. ,ihtlin0@yahoo.com.hk ,93039631,8/F.; BLK   C  ; WONG KING IND.;BLDG.; 2 TAI YAU ST.;SAN PO KONG; KOWLOON;HONGKONG  ,HongKong,Machinery  , 

QUALITY LIFT TRUCKS ,dhines@qualitylift.com ,619425-1640,115 N. Glover Ave.; U.S.A. ,United States,Machinery  , 

AEMCO EMBROIDERY MACHINE CORP. ,echanaemco@aol.com ,562-926-3737,14709 CARMENITO ROAD;NORWALK; CA. 90650;U.S.A. ,United States,Machinery  ,www.aemcous.com 

CYBERMEDIA PC ,novelty5mfg@yahoo.com ,876-9609385,121/2 HOPE ROAD;KINGSTON;JAMAICA ,Jamaica,Machinery  , 

LAKAH COMPANY ,lakaro1@net.sy ,963-11-333 48 05,Abou Rhoumanee- Nijmeh square ,Syria,Machinery  , 

RAMOS & CASTRO;LTD ,ramoscastro@sapo.pt ,3.52E+11,AV DR JOAO CANAVARRO;10 AP 1124481-910 VILA DO CONDE;PORTUGAL ,Portugal,Machinery  , 

AQUILA ENTERPRISES INC ,ejllmi@sbcglobal.net ,4198650256,8630 AIRPORT HWY;HOLLAND OHIO 43528U.S.A. ,United States,Machinery  , 

S & R SALES GROUP ,cjrooth@aol.com ,919-556-6016,5644 Hwy. 96 West; U.S.A. ,United States,Machinery  , 

FREE TECHNICS ,mario@free-technics.hr ,38551675195,LUZINE 1; 51000 RIJEKA ;CROATIA ,Croatia,Machinery  ,www.free-technics.hr 

KU FAI CONSTRUCTION ENGINEERING CO.; ,klunge@netvigator.com ,00852-92057997,ROOM 2913; SHIN LUN HOUSE;FU SHIN ESTATE; TAI PO;HONGKONG ,HongKong,Machinery  , 

CAFE DE CORAL HOLDINGS LIMITED ,polly_choi427@hotmail.com ,852-26908130,5-13 WO SHUI STREET; FOTAN; N.T.;HONGKONG ,HongKong,Machinery  , 

KOYO SINGAPORE BEARING PTE LTD ,tsquare@singnet.com.sg ,13660502811,38; TUAS AVE;SINGAPORE ,Singapore,Machinery  , 

SMIRNOV TECHNOLOGY DESIGN;TECHNOLOGY&PRODUCTION ,sanlangane_gao@hotmail.com ,70951120224,VARSHAVSKOJE HWY.53/4;115230;MOSCOWRUSSIA ,Belarus,Machinery  ,www.cmirnovtechnology.com 

FURISON ,sammyellen2003@yahoo.com.cn ,8816020,foshan; CHINA ,china,Machinery  ,www.furison.com 

Societe Masmoudi Refrigeration ,masmoudi.refrigeration@planet.tn ,21674830252,Route de Mahdia km 10 ,Tunisia,Machinery  , 

SIMTEX LIMITED ,simtex@netvigator.com ,852-25282423,ROOM 2708 FOOK YIP BUILDING;53-57 KWAI FUNG CRESCENT;KWAI CHUNG;HONGKONG ,HongKong,Machinery  , 

Trust Telecom Technology ,promo@trusttel.com ,8.61E+12,1205;Baohalu;Guanzhou ,china,Machinery  ,http://www.trusttel.com 

TKL ENTERPRISES;LIMITED ,Toni@visionhardware.com ,00852-24266426,20TH FLORR;SHUN HO TOWER;24-30ICE HOUSE STREET;CENTRAL;HONGKONG ,HongKong,Machinery  ,www.visionhardware.com 

CHUN MING ENGINEERING COMPANY LIMITED ,larrylo@chunming.com ,852-27424223,2/F; BLOCK B; WING KUT INDUSTRIAL BUILDING; 608 CASTLE PEAK ROAD; KOWLOOHONGKONG ,HongKong,Machinery  ,http://www.chunming.com 

BARBIERI & CIA SRL ,CARLOSEBARBIERI@ARNET.COM.AR ,5.44E+11,9 DE JULIO 2799 - 2400 SAN FRANCISCO -   CORDOBA ,Argentina,Machinery  ,USUARIOS.ARNET.COM.AR/BARBIERI 

RANSENS IMPORT ,ZSZW@163.COM ,023-65392060,DOERGASAWHSTRWWT53#;NW.NICKERLE;SURINAME ,Suriname,Machinery  , 

TRANSWORLD FOR TRADING & AGENCIES ,twt_02@hotmail.com ,002-02-270-5558,20 EL LEWAA MAHMOUD SAMI ST.;SIXTH ZONE; NASR CITY; CAIRO;EGYPT ,Egypt,Machinery  , 

CLASSIC APPAREL MACHINERY ,classic3@cyber.net.pk ,6364477,A/58;F.B.AREA; BLOCK No.19;KARACHI; PAKISTAN ,Pakistan,Machinery  ,classicapparel.org.com 

MILLTEC MACHINERY PVT. LTD. ,exports@milltecmachinery.com ,91807831128,235R KIADB INDUSTRIAL AREA;3RD PHASE BOMMASANDRA;BANGALORE 560099;INDIA ,India,Machinery  ,http://milltecmachinery.com/ 

CHUN HANG ENTERPRISE CO.; LTD ,ever14397220@126.com ,886-2-23627857,NO.29; LANE.128;ROOSEVELT RD;  TAIPEI;TAIWAN ,China Taiwan,Machinery  , 

SHANGHAI YANGKE ENGINE CO.;LTD ,jiang_donghua@hotmail.com ,0086-21-57784118,no.11 lane 315 shihui road songjiang district shanghai china china ,china,Machinery  ,http://www.yang-ke.com 

MAYTAG UDYOG PVT. LTD ,wingsung@vsnl.com ,91-22-2844178,62-C;MITTAL TOWERS; C-WING;6TH FLOORNARIMAN POINT;MUMBAI - 400021INDIA ,India,Machinery  ,www.jewelkanaks.com 

STAR HUABO BIODEGRADABLE TECHNOLOGIES CO.; LTD. ,starente999@yahoo.com.cn ,24021802,UNIT A-D; 12/F; CENTRE 600;82 KING LAM ST. KOWLOON;HONGKONG ,HongKong,Machinery  , 

RASA DYEING LTD ,rasadyeing@hotmail.com ,88029897727,HOUSE # 402; LANE # 6;DOHS BARIDHARA; DHAKA-1206;BANGLADESH ,Bangladesh,Machinery  , 

BAPEX; S.A. DE C.V. ,alonsomddm1@yahoo.com ,5.27E+11,POMONA 2306 VILLA COLONIAL;MEXICALI; BC;MEXICO ,Mexico,Machinery  , 

OVERSEAS MOTORS (PTE) LTD ,admin@oseamo.com ,(65)62647288,19 FOURTH CHIN BEE ROAD;SINGAPORE ,Singapore,Machinery  ,www.oseamo.com 

BRIGGS & STRATTON CORP ,zhang.george@basco.com ,414-259-5333,12301 W. WIRTH STREET;POST OFFICE BOX 702;MILWAUKEE; WI 53222-2110;U.S.A. ,United States,Machinery  , 

KOREX INTERNATIONAL CO ,korexint@hkstar.com ,25422670,1/FL; FLAT F; NO.19; SEABIRD LANE;DISCOVERY BAY;;LANTAU ISLAND.;HONGKONG ,HongKong,Machinery  , 

F.M. MATRAS S.R.L. ,info@fmmatras.it ,0039-051-801189,VIA MAURO; 16 - BUDRIO -40054 BUDRIO BOLOGNA;ITALY ,Italy,Machinery  , 

JIANGSU VICTOR MACHINERY CO.;LTD ,victorcn@public1.sz.js.cn ,51258441018,zhangjiagang;jiangsu ; CHINA ,Other,Machinery  , 

CREATE SUCCESS INDUSTRIAL LTD ,hbwubsmi@0-cable.com ,27409831,RM 614;6/F.;BELL HOUSE525-543 NATHAN RD.;KLN.HONGKONG ,HongKong,Machinery  , 

GUOTAI(AUSTRALIA)IMPORT&EXPORT ,zmq725@hotmail.com ,61405448725,292STACEY ST BANKSTOWNNSWAUSTRALIA ,Australia,Machinery  , 

COMUNCOMPLEX ,complex@comun.com.ua ,38-044-4243244,36A; VERNADSKOGO AVENUE.KIEV; 03142;UKRAINE ,Ukraine,Machinery  ,www.comun.com.ua 

FIBERCONN TECHNOLOGY INC. ,lktan@aol.com ,4088878732,650C VAQUEROS AVENUE;SUNNYVALE CITY; CALIFORNIAU.S.A. ,United States,Machinery  ,www.fbconn.com 

ACCURIDE ENTERPRISE ,scchiah@tm.net.my ,6012-3178666,93-A JALAN SUNGAI BESI;57100 KUALA LUMPURMALAYSIA ,Malaysia,Machinery  , 

MIAN CORPORATION ,atifzaka@hotmail.com ,0092-42-7672092,35 Umer Market; Railway/Mcleod Road Lahore; PAKISTAN ,Pakistan,Machinery  , 

WALLINGTON INTERANTIONAL KFT ,tula.erdene@nlchamber.hu ,36209955165,MUZEUM KRT 31-33; 1/31053 BUDAPEST;HUNGARY ,Hungary,Machinery  , 

JOJO ENTERPRISE ,jojoent@brain.net.pk ,92-42-6366828,14/A Cooper Road Lahore 54000; PAKISTAN ,Pakistan,Machinery  , 

LIN LEI IMP E EXP LTDA ,deyu_7@msn.com ,0055-47-3484788,RUA BLUMENAUNO.1599 BARRA DO RIO ITAJAIS:C-BRASIL CEP:88303-105 ;BRAZIL ,Brazil,Machinery  , 

ATAYA.CO ,ataya@net.sy ,00963-11-8888111,damascus-Syria ,Syria,Machinery  ,www.ataya.com 

MANPOWER TRADING CO. ,trebiem8@netvigator.com ,23978513,6/F 225 LAI CHI KOK RD.SHAMSHUIPO     KOWLOON;HONGKONG ,HongKong,Machinery  , 

HELONG TRADING CO.;LTD.; ,goldsea@public.qd.sd.cn ,92214548423,KARACHI PAKISTAN ,Pakistan,Machinery  , 

SKAN SP. Z O.O. ,a.bol@interia.pl ,0048-29-7526514,Leszno 4a Street; POLAND ,Poland,Machinery  , 

HABIB & SONS ,pipline@super.net.pk ,(9221)5388725,83-C; PHASE II EXT.; MAIN NATIONALHIGHWAY; DEFENCE SOCIETY;PAKISTAN ,Pakistan,Machinery  , 

Al-Suwaily Est ,alsuwailys_e@hotmail.com ,00966 3 362-2025,P.O.Box #730; Al-Jubail 31951; K.S.A ,Saudi Arabia,Machinery  , 

MUSALLAM TRADING LLC ,winny.w118@263.net ,97142262066,P.O.BOX 1398;DEIRA;DUBAI;U.A.E. ,United Arab Emirates,Machinery  , 

KONG SING TRADING ,onnsing@tm.net.my ,03-42962204,A7-11-G;JLN MEWAH 4;PANDAN MEWAH;68000 AMPANG;SELANGOR;WEST MALAYSIAMALAYSIA ,Malaysia,Machinery  , 

REMLEC TECHNOLOGIES CORP. ,JECS@rogers.com ,1-613-261-1228,5-344 CLARENCE STREET;OTTAWA;ONTARIO; K1N 5R6;CANADA ,Canada,Machinery  ,www.remlec.com 

QUALITAS USA ,info@qualitasusa.com ,001-3055979445,QUALITAS USA BUILDING 3047 N.W. 107AVENNUEMIAMI; FLORIDA 33172-2134 ;U.S.A. ,United States,Machinery  ,www.qualitasusa.com 

ALHAMEDI TRADING ,alhamedi@y.net.ye ,96773770952,BAB AL BALAQA; YEMEN ,Yemen,Machinery  , 

NOTIS CO.; LTD ,notis@newmail.ru ,7(86352)5-24-32,61; MOSKOWSKAYA STREET;ROSTOV REGION; 346428;RUSSIA ,Belarus,Machinery  , 

PT ACCORINDO INTERNUSA ,robinwong@accordlogistics.com ,62-21-65311202,Graha Kirana Building 7th Floor unit 701; INDONESIA ,Indonesia,Machinery  ,nil 

BLUELINE INDUSTRIES LTD. CO.; ,winnie62@21cn.com ,755-26825839,sea scape 17c taizi road. shekou. shenzhen.; CHINA ,china,Machinery  , 

QICSA SA ,presidencia @corporacionquezada.com ,593 042523112,AV. MACHALA Y AV. 9 DE OCTUBRE ,Ecuador,Machinery  ,www.corporacionquezada.com 

KAWASAKI MACHINERY CO.; LTD. ,k-yoda@kawasaki-mac.co.jp ,81-3-3555-7941,1-9-8 Minato; Chuo-ku; Tokyo; JAPAN ,Japan,Machinery  , 

TAIWAN RINREI CORP. ,rinrei.co@msa.hinet.net ,886-2-2718-8055,8/F;NO.154;FU-SHING NORTH RD;TAIPEI;TAIWAN ,China Taiwan,Machinery  ,www.rinrei.com.tw 

QUKO INT''''L DEVELOPMENT LTD ,ymterence@qukointl.com ,23440201,RM.606 ENTREPOT CTR.;117 HOW MING STKWUN TONG;HONGKONG ,HongKong,Machinery  , 

ECUA VALLEY DISTRIBUTORS; INC. ,info@valleydoors.com ,305-234-5443,12913 SW 133 CT.; U.S.A. ,United States,Machinery  ,www.valleydoors.com 

3H INDUSTRIESCORPORATION ,kit_77@yahoo.com ,8.86E+11,8F/306-3 TA TUNG ROAD; SECTION 1;HSI CHIH; TAIPEI HSIEN; 221;TAIWAN ,China Taiwan,Machinery  ,threeh.com.tw 

KWONG TUCK LOONG (PTE) LTD ,ktlpl@mbox3.singnet.com.sg ,65-62965148,BLK 640 ROWELL ROAD #01-74SINGAPORE 200640;SINGAPORE ,Singapore,Machinery  , 

SHAHZADA BROTHERS ,info@firstengineering.org ,92-21-2442050,M.R. 7/11; AKHUND A. REHMAN STREET;JODIA BAZAR;KARACHI;PAKISTAN ,Pakistan,Machinery  , 

ZHONG ZHONG ELECTRIC SDN BHD ,chuachui@hotmail.com ,607-3531980,21;JLN MOLEK SATU/12;TMN MOLEK ;81100 JOHOR BAHRU;JOHOR;MALAYSIA ,Malaysia,Machinery  , 

TALAL SALIM AL JABRI& PARTNERS TRDG.LLC ,bsbabu@omantel.net.om ,9687712945,P.O.BOX 282; CODE 117;WADIKABIR;OMAN ,Oman,Machinery  , 

THE MARTIN GROUP. ,tmg_china@hotmail.com ,1- (864) 968-9588,3 SUNBELT BUSINESS PARK DRIVEGREE; SOUTH CAROLINA - 29650U.S.A. ,United States,Machinery  , 

Prosoft Scitechnology Co.;ltd ,news@prosoftscitech.com ,86-592-5047308,TiyuRd#43 Huaxia Industry Xiamen China ,china,Machinery  ,www.prosoftscitech.com 

Shenzhen Topscom Electronics ,topscom@topscom.com.cn ,8.68E+12,Tongfuyu Industrial park longhua town shenzhen city china ,china,Machinery  ,www.topscom.com.cn 

OREVOX USA CORPORATION ,danwu66@yahoo.com ,(626)336-3748,P.O. Box 2655; City of Industry; CA; U.S.A. ,United States,Machinery  , 

PromGraphite ,mail@pgn.ru ,+7 095 487 3435,Deguninskaya str.; 1/2 ,Belarus,Machinery  ,www.pgn.ru 

KIRLOSKAR ELECTRIC CO. LTD ,gja@vrkec.com ,91803572111,P.O.BOX 5555 MALLESWARAM WEST;BANGALORE;INDIA ,India,Machinery  ,www.vrkec.com 

SAMSUNG SDS CHINA GUANGZHOU OFFICE ,zhenghua.piao@samsung.com ,020-81320878,Room1209;Jie Tai Plaza 218-222;Zhongshan liu Road; CHINA ,china,Machinery  ,www.samsungsds.com.cn 

SHELF RETAIL EQUIPMENT PTY LTD ,HORMISE@SHELF.COM.AU ,411535326,35 FITZPATRICK STREET; AUSTRALIA ,Australia,Machinery  , 

WELL GAIN ASIA DEVELOPMENT LIMITED ,company@fenglu-alu.com ,23900660,FLAT F; 12/F.; EDWARD MANSION;141 PRINCE EDWARD ROAD; KOWLOONHONGKONG ,HongKong,Machinery  , 

GENERAL DE CUADROS ELETRICOS ,nserra@gce.es ,34980522805,ROGER DE FLOR; 94; 1ER; 1A08400 GRANOLLERS - BARCELONASPAIN ,Spain,Machinery  ,www.gce.es 

APPLIED WORLD TRADING CC ,paul@awtrade.co.za ,27-11-3963027,28 POMONA ROAD; POMONA;KEMPTON PARK;SOUTH AFRICA ,South Africa,Machinery  ,n/a 

CSA INTERNATIONAL ,bill.simpson@csa-international.org ,001-6042734581,13799 COMMERCE PARKWAY RICHMONDVANCOUVER) BC  V6V 2N9;CANADA ,Canada,Machinery  ,www.csa.com 

CONSTRUCTION PLANT HIRE AND COMPANY LTD ,niala_savona@hotmail.com ,868-652-5957,42 GULF DRIVE; BEL-AIR; LA-ROMAIN.TRINIDAD;TRINIDAD & TOBAGO ,Trinidad and Tobago,Machinery  , 

SEAPRODEX DANANG ,seadana@hn.vnn.vn ,84511822958,263 PHAN CHU TRINH;VIETNAM ,Vietnam,Machinery  ,www.seadanang.com.vn 

PRIMA STEELS PVT. LTD. ,primasteel@rediffmail.com ,9.12E+11,BANSAL ESTATE; 682; S.V.ROAD;MUMBAIINDIA ,India,Machinery  , 

FILTRONA  FIBRTEC ,wchen982002@yahoo.com ,13305740182,99 HuangHai Road; NingBo; zhejiang; CHINA ,china,Machinery  , 

SINOMAN INVESTMENTS LTD ,HUNGLING238@HOTMAIL.COM ,2806-2975,10A; TOWER 6; PARK AVENUE;18 HOI TING RD;TAI KOK TSUI;KLN;HONGKONG ,HongKong,Machinery  , 

NYLEX HOSE & MESH ,david.oliver@nylex.com.au ,61395810375,25 - 29 NEPEAN HWY MENTONE VICTOIRA;AUSTRALIA ,Australia,Machinery  ,www.nylex.com.au 

INDO ASIAN FUSEGEAR LIMITED ,vimalm@indoasian.com ,9.11E+11,207 HEMKUNT TOWER;98 NEHRU PLACE;NEW DELHI 110019;INDIA ,India,Machinery  ,http://www.indoasian.com 

INSERMASA ,insermasa@on.net.ec ,593-4-2254550,KM. 6.5 VIA A DAULE; ECUADOR ,Ecuador,Machinery  , 

INSTITUTO DE FOMENTO DE LA REGION DE MURCIA ,YOLANDA.MARTINEZ@INFO.CARM.ES ,34968362800,AVD. DE LA FAMA; 3; SPAIN ,Spain,Machinery  ,WWW.IFRM-MURCIA.ES 

CLOFAM VENTURES ,closfam6@yahoo.com ,23321228542,P.O.BOX 1378ACCRA;GHANA ,Ghana,Machinery  , 

TRINICS SERVICES ,trinics@singapore.com ,65-69887466,NO. 12;BUSSORAH STREET (OFF ARAH ST)SINGAPORE 199433;SINGAPORE ,Singapore,Machinery  , 

KML ENGINEERING LIMITED ,edithko@kml.com.hk ,29295678,B12; G/F.; SHATIN IND CENTRE;SIU LEK YUEN ROAD; SHATIN; N.T.;HONGKONG ,HongKong,Machinery  , 

PANKAJ MOTORS ,rpg_exports@rediffmail.com ,91-11-23986137,754;1/14A SRI RAM MOTOR MARKET;KASHMERE GATE;DELHI 100006.INDIA ,India,Machinery  , 

AMERICAN POWER SUPPLY CO. LTD. ,samlo9051@aol.com ,416-297-7888,63 SILVER STAR BLVD UNTI C8;SCARBOROUGH; ONTARIO;CANADA ,Canada,Machinery  , 

DOGAN MAKINE KOLL. STI. SUAT VE VEDAT ALUF ,vedat@doganmakine.com ,90-212-5209602,NOBETHANE CD. KARGILI SK.NO:1 SIRKECI ISTANBUL;TURKEY ,Turkey,Machinery  ,www.jsvracing.com 

LONG BEACH ENTERPRISE ,jyelaine@netvigator.com ,2850-6331,ROOM 1003 CAPITOL PLAZA;2-10 LYNDHURST TERRACE; CENTRAL;HONGKONG ,HongKong,Machinery  , 

BEXIMCO (HONG KONG) LIMITED. ,alice@beximtex.com.hk ,(852)23071308,RM C; 7/F; EASY TOWER;609 TAI NAN WEST ST.;CHEUNG SHA WAN; KLN;HONGKONG ,HongKong,Machinery  , 

LOLAS S.A ,soah_s.a@caramail.com ,21268544143,28;ZONE INDUSTRIELLE KM 2.5;MOROCCO ,Morocco,Machinery  , 

AKANDERE A.S ,akandere@hotmail.com ,9.02E+11,BUYUK SARAY MEYDAN CAD.MURAT AP.NO:95 D:7 SEHREMINI/ISTANBUL;TURKEY ,Turkey,Machinery  , 

WIRETEK INDUSTRIAL LLC ,abraham@wireteks.com ,817-4663265,4300 BARNETT BLVD. SUITE 100ARLINGTON; TX 76017;U.S.A. ,United States,Machinery  , 

PD ENTERPRISE LIMITED ,bfowler@pacbrands.com.au ,85229566531,SUITES 1608 THE GATEWAY; TOWER 2;25; CANTON ROAD;KOWLOON;HONGKONG ,HongKong,Machinery  , 

DOERFEL PTY. LTD. ,ferry.ie@ihug.com.au ,(02)-97450864,P.O. BOX 1258;BURWOOD   NSW   1805;AUSTRALIA ,Australia,Machinery  , 

PLASTIC MANUFACTURING COMPANY S.A.L. (PLASMA) ,info@plasmasal.com ,9613209706,MAIN ROAD; HBALINE; AMCHIT; JBEIL;LEBANON ,Lebanon,Machinery  ,www.plasmasal.com 

YOUNGCHANG TECH CO. ,ytcyoun@netvigator.com ,852-28157738,BLOCK 27;2/D;GRAND DYNASTYVIEW9 MA WO ROAD;TAI PO;N. T.;HONGKONG ,HongKong,Machinery  , 

SEDONA RESOURCES SDN BHD ,fkyong@sedona.com.my ,603-55692622,NO. 89; JALAN PENERBIT U1/43;TEMASYA INDUSTRIAL PARK;40150 SHAH ALAM;SELANGOR;MALAYSIA ,Malaysia,Machinery  ,www.sedona.com.my 

HOLZPROFI PICHLMANN GMBH ,pichlmann@holzprofi.com ,4376135600,Watzing 2; AUSTRIA ,Austria,Machinery  ,www.holzprofi.com 

TRUBA JURONG ENGINEERING PTE. LTD. ,trubajurong@hotmail.com ,6567360822,151 .CHIN SWEE ROAD ;MANHATTAN HOUSE;#09-15/16 ; SINGAPORE 169876 ;SINGAPORE ,Singapore,Machinery  ,www.trubajurong.com 

ROUSCH PAKISTAN POWER LTD ,imran@rouscpak.com ,92214556755,39C/4  Block IV; PECHS Karachi ; PAKISTAN ,Pakistan,Machinery  ,www.rouscpak.com 

PO TAK PLASTICS ,rickychau@attglobal.net ,852-2342-7306,BLOCK B;UNIT 808;HOI LUEN INDUSTRIALCENTRE; 55 HOI YUEN ROAD;KWUN TONG; KLN.;HONGKONG ,HongKong,Machinery  , 

WUXI BUHLER MACHINERY MANUFACTORY CO.;LTD ,wu.dongjuan@bwux.cn ,0510-5756641-263,701 Nanchang Street Wuxi City Jiansu; CHINA ,china,Machinery  ,www.buhlergroup.com 

AWAL READYMIX CO. ,maniaraja@hotmail.com ,9739690526,pobox 32235; bahrain ,Bahrain,Machinery  , 

RABBIT IMPORT EXPORT LTDA ,rabbit@sercomtel.com.br ,55-43-33418510,Rod. Celso Garcia Cid 6605 ZIP 86044 290 ,Brazil,Machinery  ,rabbitimport.com.br 

TAIFUKU INTERNATIONAL CO.; LTD ,info@taifuku.com.hk ,852-25534131,FLAT 6-8 22F;FULLAGAR IND. BLDG;HONG KONG ,HongKong,Machinery  , 

