Keang Nam Enterprises,,,Conglomerates,KSA,Riyadh,P.O.Box 7854,Tel: +966 1-454 5283
Khalid Ali Al Turki and Sons,www.kaalturkisons.com,www.kaalturkisons.com,Conglomerates,KSA,Al Khobar,Al Motawaa Showroom Building,Tel: +966 3-882-0415
Khalifa A Al Gosaibi Holding Company,www.algosaibi-holding.com,www.algosaibi-holding.com,Conglomerates,KSA,Dammam,Khalifa Al Gosaibi Building,Tel: +966 3-847-4444
Khonaini International Company,,,Conglomerates,KSA,Jubail,P.O.Box 31951,Tel: +966 3-361 1876
M O Seiary Trading Establishment,,,Conglomerates,KSA,Riyadh,P.O.Box 40899,Tel: +966 1-476 5240
M&A Al Bawardi Company,info@albawardi.com,info@albawardi.com,Conglomerates,KSA,Dammam,Al Bawardi Building,Tel: +966 3-833-5555
Mahmood Saeed Collective Company,,,Conglomerates,KSA,Jeddah,P.O.Box 17013,Tel: +966 2-636-0020
Mansour Almalik Holding Company,www.almalikcompany.com/,www.almalikcompany.com/,Conglomerates,KSA,Riyadh,P.O.Box 26022,Tel: +966 1-461-3300
Mansour Bin Jumah Establishment,,,Conglomerates,KSA,Al Khobar,P.O.Box 1179,Tel: +966 3-864 5013
Marei Bin Mahfouz Group and Company,www.binmahfouz.net,www.binmahfouz.net,Conglomerates,KSA,Makkah,World Trade Center,Tel: +966-2-668-5656
Marubeni Saudi Arabia Company,,,Conglomerates,KSA,Riyadh,P.O.Box 3531,Tel: +966 1-460-2728
Mawarid Holding,www.mawarid.net,www.mawarid.net,Conglomerates,KSA,Riyadh,P.O.Box 1011,Tel: +966 1-463-1776
Mohammad Al Mojil Group,www.almojil.com,www.almojil.com,Conglomerates,KSA,Dammam,P.O.Box 11,Tel: +966 3-842 1111 (10 lines)
Mohammed Saad Aldrees and Sons Company,,,Conglomerates,KSA,Riyadh,Inara Building,Tel: +966 1-206-3333
Naba International Commercial Enterprises,www.alnaba.com,www.alnaba.com,Conglomerates,KSA,Jubail,P.O.Box 10005,Tel: +966 3-341-2340
Nafa Enterprises,www.nafa.net/,www.nafa.net/,Conglomerates,KSA,Riyadh,P.O.Box 57976,Tel: +966 1-4708888
Nassier Group,,,Conglomerates,KSA,Jeddah,P.O.Box 8208,Tel: +966 2-637 5175
Nassir Hazza and Brothers Company,,,Conglomerates,KSA,Al Khobar,P.O.Box 12,Tel: +966 3-857 3359
Nesma Holding Company,www.nesma.com.sa,www.nesma.com.sa,Conglomerates,KSA,Jeddah,P.O.Box 7195,Tel: +966 2-669-3322
Oasis Trading Establishment,oasissykes@hotmail.com,oasissykes@hotmail.com,Conglomerates,KSA,Al Khobar,P.O.Box 479,Tel: +966 3-812 1076
Olayan Financing Company,www.olayangroup.com,www.olayangroup.com,Conglomerates,KSA,Al Khobar,P.O.Box 1520,Tel: +966 3-857-5622
Omar K Al Esayi and Company,,,Conglomerates,KSA,Jeddah,P.O.Box 8361,Tel: +966 2-644-0224
Omar Kassem Al Esayi Group,www.alesayi.com,www.alesayi.com,Conglomerates,KSA,Jeddah,P.O.Box 3036,Tel: +966 2-604-0000
Rabiah and Nassar Company,www.rancogroup.com/,www.rancogroup.com/,Conglomerates,KSA,Riyadh,P.O.Box 2889,Tel: +966 1-491-0545
Rashed Al Rashed and Sons Group,www.alrashed.com,www.alrashed.com,Conglomerates,KSA,Al Khobar,P.O.Box 99,Tel: +966 3-857-4991
Rashid Al Sunaid Group,www.sunaid.com.sa/,www.sunaid.com.sa/,Conglomerates,KSA,Riyadh,P.O.Box 60479,Tel: +966 1-463-0488
REZA Investment Company,www.rezachemical.com,www.rezachemical.com,Conglomerates,KSA,Jeddah,P.O.Box 18636,Tel: +966 2-653-3424
Rezayat Company,www.rezayat-commercial.com,www.rezayat-commercial.com,Conglomerates,KSA,Al Khobar,P.O.Box 90,Tel: +966 3-882 5700
Riyadh Investment Group Company,www.rico-sa.com,www.rico-sa.com,Conglomerates,KSA,Riyadh,P.O.Box 5241,Tel: +966 1-482-6677
Rolaco Trading and Contracting,www.rolaco.net,www.rolaco.net,Conglomerates,KSA,Jeddah,P.O.Box 222,Tel: +966 2-651 8456
Saad Group,www.saadgroup.com,www.saadgroup.com,Conglomerates,KSA,Al Khobar,Salaheddine Al Ayyoubi Street,Tel: +966 3-882-2220
Safari Company,www.safari.com.sa,www.safari.com.sa,Conglomerates,KSA,Riyadh,P.O.Box 7710,Tel: +966 1-231-5577
Sager Group Holding,www.sagergroup.net,www.sagergroup.net,Conglomerates,KSA,Jeddah,P.O.Box 10501,Tel: +966 2-651-8888
Said Ali Ghodran Trading Establishment,,,Conglomerates,KSA,Dammam,P.O.Box 131,Tel: +966 3-832-3571
Saleh Abdulaziz Al Rajhi and Partners,,,Conglomerates,KSA,Riyadh,P.O.Box 7453,Tel: +966 1-448-8546
Saleh and Abdulaziz Abahsain Company,commercial@abahsain.net,commercial@abahsain.net,Conglomerates,KSA,Al Khobar,P.O.Box 209,Tel: +966 3-898-4045
Salem Agencies and Services Company,,,Conglomerates,KSA,Jeddah,P.O.Box 9270,Tel: +966 2-660 7860
Samaco Group,www.samaco.com.sa,www.samaco.com.sa,Conglomerates,KSA,Jeddah,Madina Road,Tel: +966 2-683-2000
Samodah Establishment,,,Conglomerates,KSA,Riyadh,P.O.Box 4537,Tel: +966 1-465 8740
Satco Group,www.satcogroup.com.sa,www.satcogroup.com.sa,Conglomerates,KSA,Riyadh,P.O.Box 346,Tel: +966 1-478-2655
Saudi Advanced Industries Company,www.saic.com.sa,www.saic.com.sa,Conglomerates,KSA,Riyadh,P.O.Box 51743,Tel: +966 1-478-9840
Saudi Amjad Holding,www.saudiamjad.com,www.saudiamjad.com,Conglomerates,KSA,Riyadh,P.O.Box 221666,Tel: +966 1-292-1111
Saudi Arabian Industrial and Trading Establishment,,,Conglomerates,KSA,Dammam,P.O.Box 2097,Tel: +966 3-832 9102
Saudi Arabian International Trading Stores,,,Conglomerates,KSA,Riyadh,P.O.Box 22474,Tel: +966 1-441 4537
Saudi Arabian Markets,www.samltd.com,www.samltd.com,Conglomerates,KSA,Jeddah,P.O.Box 65,Tel: +966 2-651-0444
Saudi Arabian National Development Company,,,Conglomerates,KSA,Jeddah,P.O.Box 2550,Tel: +966 2-682 9000 (45 lines)
Saudi Arabian Projects Development Company,,,Conglomerates,KSA,Jeddah,P.O.Box 8696,Tel: +966 2-651-7460
Saudi Brothers Commercial Company,www.saudibrothers.com,www.saudibrothers.com,Conglomerates,KSA,Jeddah,P.O.Box 5604,Tel: +966 2-664-4101
Saudi Commercial and Industrial Company,,,Conglomerates,KSA,Jeddah,P.O.Box 349,Tel: +966 2-651-7200
Saudi ETA,www.saudieta.com/,www.saudieta.com/,Conglomerates,KSA,Jeddah,P.O.Box 6591,Tel: +966 2-672-0186
Saudi Household Exhibition,,,Conglomerates,KSA,Jeddah,P.O.Box 1752,Tel: +966 2-647 0150
Saudi Industrial Development Company,www.sidc.com.sa,www.sidc.com.sa,Conglomerates,KSA,Jeddah,Casavia Building,Tel: +966 2-667-5099
Saudi Industrial Export Company,www.siec.com.sa,www.siec.com.sa,Conglomerates,KSA,Riyadh,P.O.Box 21977,Tel: +966 1-405-8080
Saudi Industrial Services Company,www.sisco.com.sa,www.sisco.com.sa,Conglomerates,KSA,Jeddah,Saudi Business Center,Tel: +966 2-657-4455
Saudi Industries Development Company,www.tatweerco.com,www.tatweerco.com,Conglomerates,KSA,Buraidah,P.O.Box 959,Tel: +966 6-326-1720
Saudi International Trading and Marketing,www.sitml.com,www.sitml.com,Conglomerates,KSA,Jeddah,P.O.Box 50417,Tel: +966 2-661-3338
Saudi Investment Group and Marketing Company,www.sigmaksa.com,www.sigmaksa.com,Conglomerates,KSA,Riyadh,P.O.Box 4767,Tel: +966 1-477-9081
Saudi Petro Gas Company,www.saudipetrogas.com,www.saudipetrogas.com,Conglomerates,KSA,Dhahran,P.O.Box 38547,Tel: +966 3-891-4000
Saudi Scales and Equipment Company,,,Conglomerates,KSA,Jeddah,P.O.Box 16421,Tel: +966 2-644 4900
Savola Group,www.savola.com,www.savola.com,Conglomerates,KSA,Jeddah,Saudi Business Center,Tel: +966 2-657-3333
Seder Group,www.sedergroup.com,www.sedergroup.com,Conglomerates,KSA,Riyadh,P.O.Box 8896,Tel: +966 1-460-6666
Shamel Marketing and Trading Company,,,Conglomerates,KSA,Riyadh,P.O.Box 69906,Tel: +966 1-462 2168
Shoaibi Group,www.shoaibigroup.com,www.shoaibigroup.com,Conglomerates,KSA,Al Khobar,Shoaibi Building,Tel: +966 3-894-1700
Shobokshi Development and Trading Company,www.shobokshi.com,www.shobokshi.com,Conglomerates,KSA,Jeddah,-,Tel: +966 2-660-0446
Siemens Limited,www.siemens.com.sa,www.siemens.com.sa,Conglomerates,KSA,Jeddah,Baladiya Street,Tel: +966 2-661-4444
SKAB Group,www.skabgroup.com,www.skabgroup.com,Conglomerates,KSA,Jeddah,P.O.Box 13271,Tel: +966 2-606-0608
SNAS Trading and Contracting,,,Conglomerates,KSA,Riyadh,P.O.Box 5641,Tel: +966 1-491-9516
Taher Group,group.ho@taher-group.com.sa,group.ho@taher-group.com.sa,Conglomerates,KSA,Jeddah,P.O.Box 1178,Tel: +966 2-651-3828
Tamimi Group,www.altamimi.com,www.altamimi.com,Conglomerates,KSA,Dammam,Ali Al Tamimi Building,Tel: +966 3-847-4050
TMA Trading Group,www.tma.com.sa,www.tma.com.sa,Conglomerates,KSA,Riyadh,P.O.Box 84567,Tel: +966 1-450-6056
Toonsi Development and Contracting Company,,,Conglomerates,KSA,Jeddah,P.O.Box 262,Tel: +966 2-687 2320/ 19
Trading and Development Partnership,www.tdpco.com/,www.tdpco.com/,Conglomerates,KSA,Riyadh,P.O.Box 1327,Tel: +966 1-4194444
Trading and Industrial Group (Holding),www.tig-ksa.com,www.tig-ksa.com,Conglomerates,KSA,Jeddah,P.O.Box 2500,Tel: +966 2-653-1680
Triad Holding Corporation,,,Conglomerates,KSA,Riyadh,P.O.Box 6,Tel: +966 1-402-7888
United Commercial Investments,,,Conglomerates,KSA,Riyadh,P.O.Box 40288,
Xenel Industries,www.xenel.com,www.xenel.com,Conglomerates,KSA,Jeddah,P.O.Box 2824,Tel: +966 2-643-7619
Yousef Ahmed Al Gosaibi and Partners,office@gosaibi.net,office@gosaibi.net,Conglomerates,KSA,Dammam,P.O.Box 5540,Tel: +966 3-826-3457
Yusuf Bin Ahmed Kanoo - Saudi Arabia,info@ybakanoo.com,info@ybakanoo.com,Conglomerates,KSA,Dammam,P.O.Box 37,Tel: +966 3-832-3011
Zahid Group,www.zahid.com,www.zahid.com,Conglomerates,KSA,Jeddah,P.O.Box 8928,Tel: +966 2-667-1156
Zahran Group,www.zahrang.com,www.zahrang.com,Conglomerates,KSA,Riyadh,P.O.Box 7653,Tel: +966 1-460-6444
Zaid Al Hussain Group,www.zaid-alhussain.com.sa,www.zaid-alhussain.com.sa,Conglomerates,KSA,Riyadh,P.O.Box 4756,Tel: +966 1-465-5555
Zamil Industrial Investment Company,www.ziic.com,www.ziic.com,Conglomerates,KSA,Dammam,P.O.Box 14441,Tel: +966 3-847-1840
Abdul Mohsen Al Tamimi Establishment,,,Construction,KSA,,Dhahran Airport,Tel: +966 3-864 7774
Abdulali Al Ajmi Company,www.alajmicompany.com,www.alajmicompany.com,Construction,KSA,Riyadh,P.O.Box 86059,Tel: +966 1-460-5626
Abdulaziz Al Saghyir Commercial Investment Company,www.alsaghyir-inv.com,www.alsaghyir-inv.com,Construction,KSA,Riyadh,P.O.Box 29934,Tel: +966 1-206-6060
Abdulaziz Mohd Khodary Establishment,,,Construction,KSA,Jeddah,P.O.Box 11516,Tel: +966 2-663 4084
Abdulla Busbate and Partners Company,jadawell@hotmail.com,jadawell@hotmail.com,Construction,KSA,Dammam,P.O.Box 1683,Tel: +966 3-847-5000
Abdulla Rashid Dossary and Partner Company,ard@zajil.net,ard@zajil.net,Construction,KSA,Al Khobar,"King Abdulaziz St, 10th Cross",Tel: +966 3-864-5913
Abdullah Hamoud Al Shuwayer,www.shuwayer.com,www.shuwayer.com,Construction,KSA,Dammam,P.O.Box 5115,Tel: +966 3-842-8680
ABV Rock Group,www.midroc.se,www.midroc.se,Construction,KSA,Riyadh,P.O.Box 8813,Tel: +966 1-403-7878
AGAP Arabia (merged),agap-arabia@nesma.net.sa,agap-arabia@nesma.net.sa,Construction,KSA,Al Khobar,P.O.Box 3783,Tel: +966 3-893-9610
Agronomics Arabia,www.afnan.com.sa,www.afnan.com.sa,Construction,KSA,Jeddah,P.O.Box 2615,Tel: +966 2-660-4539
Ahmad Nassir Albinali and Sons,www.albinali.com/,www.albinali.com/,Construction,KSA,Dammam,P.O.Box 2,Tel: +966 3-859-5555
Aja Trading and Contracting Establishment,www.aja.com.sa,www.aja.com.sa,Construction,KSA,Riyadh,P.O.Box 3206,Tel: +966 1-493-5090
Al Arifi Trading and Contracting Corporation,,,Construction,KSA,Dammam,Al Arifi Building,Tel: +966 3-833-5825
Al Azzaz Contracting,www.azzazcontracting.com/,www.azzazcontracting.com/,Construction,KSA,Al Khobar,P.O.Box 30644,Tel: +966 3-864-2095
Al Bawardy Consulting Engineers,management@agr.com,management@agr.com,Construction,KSA,Riyadh,P.O.Box 8080,Tel: +966 1-478 2261
Al Bilad Catalyst Company,www.bilad-catalyst.com.sa,www.bilad-catalyst.com.sa,Construction,KSA,Jubail,Street 198,Tel: +966 3-358-9080
Al Buraidi Establishment for Trading and General Contracting,,,Construction,KSA,Riyadh,P.O.Box 6412,Tel: +966 1-478-4866
Al Derbas Roads and Maintenance Company,www.alderbas.com,www.alderbas.com,Construction,KSA,Al Khobar,P.O.Box 1419,Tel: +966 3-882-7227
Al Fayhaa For General Trading and Contracting Establishment,,,Construction,KSA,Riyadh,P.O.Box 1468,Tel: +966 1-402-2891
Al Gosaibi Engineering Contracting Corporation (under liquidation),,,Construction,KSA,Riyadh,P.O.Box 235,Tel: +966 1-477-8816
Al Hanoo Contracting Establishment,alhanoo@anet.net.sa,alhanoo@anet.net.sa,Construction,KSA,Riyadh,P.O.Box 4894,Tel: +966 1-249-8000
Al Haramain Commerce and Contracting Company,,,Construction,KSA,Jeddah,P.O.Box 2233,Tel: +966 2-660-8301
Al Harbi Trading and Contracting Company,www.alharbi.com.sa,www.alharbi.com.sa,Construction,KSA,Riyadh,P.O.Box 5750,Tel: +966 1-477-5252
Al Hejailan Consultants,www.alhejailan-consultants.com,www.alhejailan-consultants.com,Construction,KSA,Riyadh,P.O.Box 9175,Tel: +966 1-476-1414
Al Jazirah Engineers and Consultants,www.ajec-consulting.com,www.ajec-consulting.com,Construction,KSA,Riyadh,P.O.Box 17918,Tel: +966 1-478-5270
Al Khafrah Factories,,,Construction,KSA,Dammam,P.O.Box 8370,Tel: +966 3-822-1400
Al Kifah Construction Equipment,www.alkifahbp.com,www.alkifahbp.com,Construction,KSA,Dammam,P.O.Box 7973,Tel: +966 3-847-5013/4/5
Al Laith Cement Factory,,,Construction,KSA,Makkah,-,
Al Mansour Industries,aslamanjum@hotmail.com,aslamanjum@hotmail.com,Construction,KSA,Jeddah,P.O.Box 8413,Tel: +966 2-661-3323
Al Mashrik Contracting Company,www.almashrik.com,www.almashrik.com,Construction,KSA,Riyadh,P.O.Box 6108,Tel: +966 1-241-6111
Al Mobty for Trading and Contracting,www.almobty.com,www.almobty.com,Construction,KSA,Khamis Mushayt,P.O.Box 325,Tel: +966 7-223-8015
Al Moushegah Group,,,Construction,KSA,Al Khobar,P.O.Box 1557,Tel: +966 3-894 2276
Al Muhaidib Building Materials Company,www.mbm.com.sa,www.mbm.com.sa,Construction,KSA,Jeddah,P.O.Box 16197,Tel: +966 2-617-0000
Al Muhaidib Contracting Company,mail@mcont.com,mail@mcont.com,Construction,KSA,Dammam,P.O.Box 1023,Tel: +966 3-826-0345
Al Mutawa Sons Company,,,Construction,KSA,Dammam,P.O.Box 9278,Tel: +966 3-841 4266
Al Nassr Ahssa Trading and Contracting Company,,,Construction,KSA,Al Khobar,P.O.Box 1802,Tel: +966 3-898 0922
Al Nimal Company,www.alnimal.com.sa,www.alnimal.com.sa,Construction,KSA,Riyadh,P.O.Box 1841,Tel: +966 1-477-4226
Al Osais Contracting Company,www.osais.com,www.osais.com,Construction,KSA,Dammam,P.O.Box 1083,Tel: +966 3-807-0169
Al Ousaimi Group Company for Trading,www.ousaimi.com.sa,www.ousaimi.com.sa,Construction,KSA,Dammam,P.O.Box 2699,Tel: +966 3-833-4550
Al Qahtani Fisk Electrical and Telecommunications Company,aqfk@sahara.com.sa,aqfk@sahara.com.sa,Construction,KSA,Dammam,P.O.Box 2221,Tel: +966 3-882-5170
Al Qatari Engineering Consultants,www.alqatariengineering.com,www.alqatariengineering.com,Construction,KSA,Dammam,Saad Abdulkarim Building,Tel: +966 3-809-0336
Al Rajhi Company for Industry and Trade,www.alrajhiindustrial.com,www.alrajhiindustrial.com,Construction,KSA,Riyadh,P.O.Box 34138,Tel: +966 1-446-6395
Al Rajhi Consulting Engineers,www.rajhi.net,www.rajhi.net,Construction,KSA,Riyadh,P.O.Box 7669,Tel: +966 1-464-4252
Al Rajhi Development Company,,,Construction,KSA,Riyadh,P.O.Box 4301,Tel: +966 1-476 1581
Al Rashid Abetong Company,www.alrashidabetong.com,www.alrashidabetong.com,Construction,KSA,Riyadh,Al Kharj Road,Tel: +966 1-498-1222
Al Rayyan Establishment for Trading and Contracting,,,Construction,KSA,Riyadh,P.O.Box 1517,Tel: +966 1-477 8138
Al Ruwaite Contracting Company,alruwaite@yahoo.com,alruwaite@yahoo.com,Construction,KSA,Riyadh,P.O.Box 1461,Tel: +966 1-464-7847
Al Saad General Contracting Company,www.alsaad.com.sa,www.alsaad.com.sa,Construction,KSA,Jeddah,Bin Commercial Center,Tel: +966 2-683-0306
Al Samiya Corporation,alsamiya@awalnet.net.sa,alsamiya@awalnet.net.sa,Construction,KSA,Riyadh,P.O.Box 6677,Tel: +966 1-465-8007
Al Taqadum Trading and Contracting Establishment,taqadum@sps.net.sa,taqadum@sps.net.sa,Construction,KSA,Yanbu,Yanbu Al-Sinaiyah,Tel: +966 4-392 0307
Al Yusr Townsend and Bottum Company,www.aytb.com/,www.aytb.com/,Construction,KSA,Jubail Industrial City,P.O.Box 10270,Tel: +966 3-341-5224
Alhamrani Company for Industry,www.aci.alhamrani.net,www.aci.alhamrani.net,Construction,KSA,Jeddah,Abi Al Khayl Street,Tel: +966 2-606-5555
Alhamrani Industrial Group,www.aig.alhamrani.net,www.aig.alhamrani.net,Construction,KSA,Jeddah,Jeddah Industrial Area,Tel: +966 2-636-0390
Ali Hamed Al Shihab Establishment,,,Construction,KSA,Riyadh,P.O.Box 34783,Tel: +966 3-827 0778
Almabani,www.almabani.com.sa,www.almabani.com.sa,Construction,KSA,Jeddah,Al Mabani Building,Tel: +966 2-651-6772
Alstom Saudi Arabia,www.alstom.com,www.alstom.com,Construction,KSA,Riyadh,P.O.Box 325425,Tel: +966 1-476-2288
Ameron Saudi Arabia,armalshaiji@amiantit.com,armalshaiji@amiantit.com,Construction,KSA,Dammam,P.O.Box 589,Tel: +966 3-847-1600
Amoumi Development Company,,,Construction,KSA,Jeddah,P.O.Box 7422,Tel: +966 2-687-3403
Arabco,,,Construction,KSA,Riyadh,P.O.Box 17488,Tel: +966 1-477-0504
Arabian Bemco Contracting Company,www.bemco-ipp.com,www.bemco-ipp.com,Construction,KSA,Jeddah,Al Kayal Street,Tel: +966 2-669-5851
Arabian Cement Company,www.arabiacement.com,www.arabiacement.com,Construction,KSA,Jeddah,P.O.Box 275,Tel: +966 2-694-9700
Arabian Contracting Association,arcansa@zajil.net,arcansa@zajil.net,Construction,KSA,Jeddah,P.O.Box 8827,Tel: +966 2-660-4223
Arabian Fal Company,www.arabianfal.com,www.arabianfal.com,Construction,KSA,Ras Al Tanura,P.O.Box 88,Tel: +966 3-668-0111
Arabian Roots Trading and Contracting,,,Construction,KSA,Jeddah,P.O.Box 32779,Tel: +966 2-662-1904
Arabian Technical Contracting Company,,,Construction,KSA,Riyadh,P.O.Box 2987,Tel: +966 1-477-3253
Arabian Tile Company,www.artic.com.sa,www.artic.com.sa,Construction,KSA,Riyadh,P.O.Box 143,Tel: +966 1-265-2101
Astra Greenhouses and Prefab Factory Company,,,Construction,KSA,Riyadh,11565,Tel: +966 1-498-1400
Attieh Establishment for Trade and Industry,,,Construction,KSA,Jeddah,P.O.Box 834,Tel: +966 2-688 3502
AYTB Group,www.aytb.com/,www.aytb.com/,Construction,KSA,Jubail,P.O.Box 10270,Tel: +966 3-3415224
Aziz Company,azizcomp@atheer.net.sa,azizcomp@atheer.net.sa,Construction,KSA,Riyadh,P.O.Box 1459,Tel: +966 1-478-1531
Azmi Abdulhadi and Abdulla Al Moaibed Consulting Engineering Company,www.amcde.com/,www.amcde.com/,Construction,KSA,Al Khobar,P.O.Box 3594,Tel: +966 3-858-8877
Baker Trading and Contracting,btcconst@zajil.net,btcconst@zajil.net,Construction,KSA,Riyadh,P.O.Box 2985,Tel: +966 1 479-0052
Ballast Nedam Groep NV,www.bni.ballast-nedam.com,www.bni.ballast-nedam.com,Construction,KSA,Riyadh,P.O.Box 5898,Tel: +966 1-455-9646
Bin Zehefa Establishment,,,Construction,KSA,Khamis Mushayt,P.O.Box 776,Tel: +966 7-223 5523
Boskalis Westminster Al Rushaid Company,,,Construction,KSA,Riyadh,Dhahran Airport,Tel: +966 3-898-1047
Bouhayrat Company,www.bouhayrat.com,www.bouhayrat.com,Construction,KSA,Jeddah,P.O.Box 2195,Tel: +966 2-667-5992
Brown and Root Saudi Company,,,Construction,KSA,Al Khobar,P.O.Box 3474,Tel: +966 3-856-1616
Building Materials Trading Company,,,Construction,KSA,Riyadh,Building Materials Trading Company,Tel: +966 1-477-2733
Carrier Saudi Service Company,www.carriersaudi.com/,www.carriersaudi.com/,Construction,KSA,Riyadh,P.O.Box 9784,Tel: +966 1-491-1333
Chbib Trading Establishment,,,Construction,KSA,Dammam,P.O.Box 242,Tel: +966 3-856 0877
Chiyoda Petrostar Company,initiallastname@cplksa.com,initiallastname@cplksa.com,Construction,KSA,Jeddah,P.O.Box 6188,Tel: +966 2-647-0558
Civil Works Company,www.cwc.com.sa,www.cwc.com.sa,Construction,KSA,Al Khobar,P.O.Box 7012,Tel: +966 3-857-2205
Commercial Trust Establishment Company,,,Construction,KSA,Jeddah,P.O.Box 2967,Tel: +966 2-631 4711
Consolidated Contractors Company - Saudi Arabia,info@ccc.com.sa,info@ccc.com.sa,Construction,KSA,Riyadh,P.O.Box 234,Tel: +966 1-465-0311
Construction Materials Company,www.al-omraniah.com,www.al-omraniah.com,Construction,KSA,Riyadh,P.O.Box 4208,Tel: +966 1-498-4800
Construction Products Holding Company,www.cpcholding.com,www.cpcholding.com,Construction,KSA,Jeddah,Red Sea Plaza,Tel: +966 2-657-9460
Contracting and Trading Company (Saudi Arabia),www.catcosa.com,www.catcosa.com,Construction,KSA,Al Khobar,P.O.Box 338,Tel: +966 3-864-1455
Cooperheat Saudi Arabia Company,,,Construction,KSA,Jubail,P.O.Box 1598,Tel: +966 3-341-0102
Dallah Trans-Arabia Company,,,Construction,KSA,Jeddah,P.O.Box 430,Tel: +966 2-671 0000
Dar Al Riyadh Consultants,www.daresd.com,www.daresd.com,Construction,KSA,Riyadh,P.O.Box 5364,Tel: +966 1-464-1611
Dar Engineering Works and Contracting International Company,,,Construction,KSA,Riyadh,P.O.Box 3648,Tel: +966 1-476 1144
Delta Catalytic Saudi Arabia,,,Construction,KSA,Al Khobar,Almasa Building,Tel: +966 3-882-4888
Development International Trade Company,www.ditcosa.com,www.ditcosa.com,Construction,KSA,Jeddah,P.O.Box 9057,Tel: +966 2-669-2112
Dihan Trading and Contracting Company,,,Construction,KSA,Al Khobar,P.O.Box 914,Tel: +966 3-857 7674
Diyar Consultants,www.diyar.com,www.diyar.com,Construction,KSA,Jeddah,P.O.Box 19413,Tel: +966 2-631-4243
Dywidag Saudi Arabia Company,dsa@dywidag.com.sa,dsa@dywidag.com.sa,Construction,KSA,Jubail,P.O.Box 1261,Tel: +966 3-341-6306
Eastern Province Cement Company,www.eastern-cement.com.sa,www.eastern-cement.com.sa,Construction,KSA,Dammam,Eastern Province Cement Tower,Tel: +966 3-881-2222
Eid Contracting Company,,,Construction,KSA,Riyadh,P.O.Box 1728,Tel: +966 1-248 1840
El Maimani Group,www.maimani.com,www.maimani.com,Construction,KSA,Madinah,-,Tel: +966 4-826-7777
El Seif Engineering Contracting,www.el-seif.com.sa,www.el-seif.com.sa,Construction,KSA,Riyadh,Airport Road,Tel: +966 1-454-9191
Electrical Work and Maintenance,www.ewmcom.com,www.ewmcom.com,Construction,KSA,Jeddah,P.O.Box 7240,Tel: +966 2-691-3254
Electrolux Saudi Services,ess@electrolux.com.sa,ess@electrolux.com.sa,Construction,KSA,Riyadh,P.O.Box 7210,Tel: +966 1-419-2016
Energy and Power Contracting Company,www.epe.com.sa/,www.epe.com.sa/,Construction,KSA,Al Khobar,P.O.Box 31122,Tel: +966 3-898-1622
Enjaz Trading and Contracting Company,,,Construction,KSA,Riyadh,P.O.Box 8254,Tel: +966 1-464-7949
Eurabia Engineering and Construction Company,eurabia@prime.net.sa,eurabia@prime.net.sa,Construction,KSA,Al Khobar,P.O.Box 31850,Tel: +966 3-898-0927
Fawaz Group Establishment,www.fawaz.com,www.fawaz.com,Construction,KSA,Al Khobar,P.O.Box 1189,Tel: +966 3-895-2323
First Saudi Contracting Company,www.firstsaudicontracting.com,www.firstsaudicontracting.com,Construction,KSA,Riyadh,P.O.Box 8372,Tel: +966 1-465-0858
Fluor Arabia,,,Construction,KSA,Al Khobar,Fluor Arabia Building,Tel: +966 3-882-9292
Foster Wheeler Arabia,,,Construction,KSA,Al Khobar,Al Bandariah Tower,Tel: +966 3-882-2398
Freyssinet Saudi Arabia Company,www.fsa.com.sa,www.fsa.com.sa,Construction,KSA,Jeddah,Freyssinet Building,Tel: +966 2-660-2365
Gama Al Moushegah Arabia,www.gama.com.sa/,www.gama.com.sa/,Construction,KSA,Al Khobar,P.O.Box 20814,Tel: +966 3-898 1972
General Agencies and Contracting,gacpcj@icc.net.sa,gacpcj@icc.net.sa,Construction,KSA,Jeddah,P.O.Box 2740,Tel: +966 2-640-1392
General Ceramics,gncr@emirates.net.ae,gncr@emirates.net.ae,Construction,KSA,Sharjah,Al Qasimah Road,Tel: +971 6-5582160
Green Top Power Projects Company,www.greentop.com.sa/,www.greentop.com.sa/,Construction,KSA,Al Khobar,P.O.Box 1980,Tel: +966 3-899-9777
Gulf Cement - Saudi Arabia,,,Construction,KSA,Riyadh,-,
Gulf Contractors Union,,,Construction,KSA,Dammam,-,
Gustav Epple Arabia Company,,,Construction,KSA,Riyadh,P.O.Box 3875,Tel: +966 1-477 4830
Hadi Haider Company,hhc@hadic.com,hhc@hadic.com,Construction,KSA,Rahima,P.O.Box 118,Tel: +966 3-668-0001
Hassan Enterprises,,,Construction,KSA,Riyadh,P.O.Box 4573,Tel: +966 1-498-4500
Heat Technology Corporation,,,Construction,KSA,Riyadh,P.O.Box 27098,Tel: +966 1-265 1111
Honeywell Turki Arabia,www.honeywell.com.sa,www.honeywell.com.sa,Construction,KSA,Dammam,P.O.Box 718,Tel: +966 3-834-2442
Hussein Al Ali Establishment,,,Construction,KSA,Al Hassa,P.O.Box 508,Tel: +966 3-587-2200
Huta Group,info@huta-marine.com,info@huta-marine.com,Construction,KSA,Jeddah,P.O.Box 1830,Tel: +966 2-662-3205
Hyundai Engineering and Construction Company - Saudi Arabia,mail@meedco.net,mail@meedco.net,Construction,KSA,Riyadh,Ibn Sina Road,Tel: +966 1-450-6255
